Cleveland Cavaliers,102,Boston Celtics,99
Cleveland Cavaliers,112,Memphis Grizzlies,89
New Orleans Pelicans,124,Miami Heat,123
Denver Nuggets,122,San Antonio Spurs,119
Los Angeles Clippers,128,Phoenix Suns,117
Portland Trail Blazers,100,Utah Jazz,81
Los Angeles Lakers,124,Dallas Mavericks,102
Philadelphia,116,Orlando Magic,105
Miami Heat,115,Memphis Grizzlies,89
Boston Celtics,121,New York Knicks,112
Golden State Warriors,112,Oklahoma City Thunder,80
Minnesota Timberwolves,122,Chicago Bulls,104
Portland Trail Blazers,106,Phoenix Suns,104
Utah Jazz,97,Dallas Mavericks,90
Los Angeles Lakers,113,Sacramento Kings,108
Charlotte Hornets,114,Detroit Pistons,98
New Orleans Pelicans,123,Milwaukee Bucks,121
San Antonio Spurs,110,Cleveland Cavaliers,94
Washington Wizards,109,Philadelphia,94
Houston Rockets,119,Denver Nuggets,114
Los Angeles Lakers,123,Atlanta Hawks,104
Boston Celtics,109,Memphis Grizzlies,98
Brooklyn Nets,104,Chicago Bulls,87
Golden State Warriors,125,New York Knicks,111
Toronto Raptors,123,Detroit Pistons,94
New Orleans Pelicans,125,Phoenix Suns,116
Oklahoma City Thunder,112,Orlando Magic,105
Dallas Mavericks,109,Indiana Pacers,103
Houston Rockets,96,Utah Jazz,85
Minnesota Timberwolves,118,Sacramento Kings,100
Charlotte Hornets,118,Chicago Bulls,103
Cleveland Cavaliers,129,Brooklyn Nets,123
Miami Heat,102,Philadelphia,101
Washington Wizards,107,Milwaukee Bucks,104
Portland Trail Blazers,116,Sacramento Kings,99
Los Angeles Clippers,122,Denver Nuggets,120
Detroit Pistons,110,Milwaukee Bucks,87
Toronto Raptors,117,Orlando Magic,104
Atlanta Hawks,107,Indiana Pacers,102
Boston Celtics,134,Charlotte Hornets,106
Golden State Warriors,109,Washington Wizards,101
Phoenix Suns,110,Memphis Grizzlies,102
Oklahoma City Thunder,111,Dallas Mavericks,110
New Orleans Pelicans,121,San Antonio Spurs,116
Houston Rockets,105,Los Angeles Clippers,92
Los Angeles Lakers,131,Miami Heat,113
Philadelphia,108,Cleveland Cavaliers,97
Sacramento Kings,116,Brooklyn Nets,111
Portland Trail Blazers,108,Minnesota Timberwolves,99
Orlando Magic,115,Detroit Pistons,106
Philadelphia,110,Charlotte Hornets,99
Golden State Warriors,114,Atlanta Hawks,109
Toronto Raptors,102,Washington Wizards,95
Chicago Bulls,108,Dallas Mavericks,100
Denver Nuggets,108,Memphis Grizzlies,102
Indiana Pacers,103,Milwaukee Bucks,96
Oklahoma City Thunder,124,Phoenix Suns,116
Utah Jazz,116,Minnesota Timberwolves,108
Los Angeles Clippers,128,New York Knicks,105
Orlando Magic,107,Memphis Grizzlies,100
Denver Nuggets,126,Cleveland Cavaliers,117
Miami Heat,105,Detroit Pistons,96
Houston Rockets,123,Boston Celtics,120
Los Angeles Lakers,116,San Antonio Spurs,112
Portland Trail Blazers,108,Oklahoma City Thunder,100
Utah Jazz,98,Sacramento Kings,91
Atlanta Hawks,113,Phoenix Suns,112
Toronto Raptors,103,Charlotte Hornets,98
Indiana Pacers,98,Washington Wizards,95
New Orleans Pelicans,126,Dallas Mavericks,109
Milwaukee Bucks,118,Philadelphia,110
Los Angeles Clippers,123,Brooklyn Nets,120
Sacramento Kings,102,New York Knicks,99
Cleveland Cavaliers,112,Detroit Pistons,90
Indiana Pacers,92,Milwaukee Bucks,89
Miami Heat,125,Phoenix Suns,103
Boston Celtics,105,Chicago Bulls,89
San Antonio Spurs,100,Memphis Grizzlies,98
Utah Jazz,94,Orlando Magic,80
Portland Trail Blazers,108,Los Angeles Lakers,103
Philadelphia,128,Charlotte Hornets,114
Toronto Raptors,106,Atlanta Hawks,90
Washington Wizards,117,Miami Heat,113
Houston Rockets,122,Oklahoma City Thunder,112
Dallas Mavericks,118,Denver Nuggets,107
Portland Trail Blazers,111,New York Knicks,87
Golden State Warriors,114,Brooklyn Nets,101
New Orleans Pelicans,121,Los Angeles Clippers,116
Utah Jazz,104,Indiana Pacers,84
Toronto Raptors,121,Detroit Pistons,119
Chicago Bulls,119,Memphis Grizzlies,110
Houston Rockets,110,Milwaukee Bucks,99
New Orleans Pelicans,114,Sacramento Kings,101
Cleveland Cavaliers,113,Denver Nuggets,108
Los Angeles Lakers,108,Orlando Magic,107
Brooklyn Nets,125,Charlotte Hornets,111
Miami Heat,108,Philadelphia,99
Boston Celtics,117,Minnesota Timberwolves,109
Oklahoma City Thunder,115,Phoenix Suns,87
Golden State Warriors,110,San Antonio Spurs,107
Detroit Pistons,99,Chicago Bulls,83
Indiana Pacers,112,Atlanta Hawks,87
Toronto Raptors,108,Houston Rockets,105
Utah Jazz,95,Memphis Grizzlies,78
Milwaukee Bucks,120,New York Knicks,112
Washington Wizards,116,New Orleans Pelicans,97
Denver Nuggets,125,Los Angeles Lakers,116
Portland Trail Blazers,125,Golden State Warriors,108
Sacramento Kings,94,Orlando Magic,88
Los Angeles Clippers,116,Cleveland Cavaliers,102
Charlotte Hornets,122,Phoenix Suns,115
Miami Heat,129,Washington Wizards,102
Dallas Mavericks,114,Memphis Grizzlies,80
Oklahoma City Thunder,104,San Antonio Spurs,94
Los Angeles Clippers,113,Orlando Magic,105
Toronto Raptors,132,New York Knicks,106
Chicago Bulls,129,Atlanta Hawks,122
Minnesota Timberwolves,109,Golden State Warriors,103
Utah Jazz,116,New Orleans Pelicans,99
Denver Nuggets,130,Sacramento Kings,104
Houston Rockets,105,Dallas Mavericks,82
Indiana Pacers,99,Boston Celtics,97
Philadelphia,120,Brooklyn Nets,97
Los Angeles Lakers,127,Cleveland Cavaliers,113
Houston Rockets,109,San Antonio Spurs,93
Milwaukee Bucks,121,Memphis Grizzlies,103
Oklahoma City Thunder,106,Sacramento Kings,101
Portland Trail Blazers,115,Miami Heat,99
Indiana Pacers,101,Philadelphia,98
Minnesota Timberwolves,116,Washington Wizards,111
Oklahoma City Thunder,119,Atlanta Hawks,107
Toronto Raptors,116,Brooklyn Nets,102
Dallas Mavericks,110,New York Knicks,97
Los Angeles Clippers,112,Chicago Bulls,106
New Orleans Pelicans,119,Charlotte Hornets,115
San Antonio Spurs,108,Orlando Magic,72
Utah Jazz,110,Detroit Pistons,79
Cleveland Cavaliers,129,Phoenix Suns,107
Los Angeles Lakers,112,Denver Nuggets,103
Orlando Magic,126,Milwaukee Bucks,117
Washington Wizards,125,Boston Celtics,124
Sacramento Kings,123,Miami Heat,119
Golden State Warriors,117,Los Angeles Lakers,106
Toronto Raptors,106,Indiana Pacers,99
Charlotte Hornets,129,Atlanta Hawks,117
Philadelphia,118,New York Knicks,110
Houston Rockets,101,Los Angeles Clippers,96
Chicago Bulls,111,Memphis Grizzlies,110
San Antonio Spurs,98,New Orleans Pelicans,93
Denver Nuggets,120,Detroit Pistons,113
Utah Jazz,116,Phoenix Suns,88
Portland Trail Blazers,113,Cleveland Cavaliers,105
Boston Celtics,92,Orlando Magic,83
Philadelphia,120,Brooklyn Nets,116
Toronto Raptors,122,Dallas Mavericks,115
Oklahoma City Thunder,121,Los Angeles Clippers,113
Sacramento Kings,98,Golden State Warriors,93
Miami Heat,92,Los Angeles Lakers,91
Washington Wizards,109,Indiana Pacers,102
Houston Rockets,107,New Orleans Pelicans,101
Brooklyn Nets,114,Dallas Mavericks,106
New York Knicks,124,Charlotte Hornets,101
Cleveland Cavaliers,114,Chicago Bulls,109
Memphis Grizzlies,101,Denver Nuggets,94
Milwaukee Bucks,122,Atlanta Hawks,117
San Antonio Spurs,117,Minnesota Timberwolves,101
Utah Jazz,103,Sacramento Kings,97
Golden State Warriors,124,Phoenix Suns,109
Portland Trail Blazers,100,Detroit Pistons,87
Oklahoma City Thunder,132,Toronto Raptors,125
New Orleans Pelicans,108,Boston Celtics,89
Houston Rockets,129,Minnesota Timberwolves,120
Portland Trail Blazers,122,Los Angeles Clippers,109
Cleveland Cavaliers,124,Milwaukee Bucks,117
Indiana Pacers,110,Los Angeles Lakers,100
Philadelphia,108,Charlotte Hornets,94
Brooklyn Nets,118,Memphis Grizzlies,115
Miami Heat,149,Denver Nuggets,141
New York Knicks,110,Chicago Bulls,92
San Antonio Spurs,89,Golden State Warriors,75
Detroit Pistons,106,Sacramento Kings,90
Toronto Raptors,93,Orlando Magic,86
Boston Celtics,100,Oklahoma City Thunder,99
Minnesota Timberwolves,123,Los Angeles Clippers,109
New Orleans Pelicans,115,Dallas Mavericks,105
Atlanta Hawks,99,Utah Jazz,94
Detroit Pistons,115,Phoenix Suns,88
Houston Rockets,115,Portland Trail Blazers,111
New Orleans Pelicans,96,Indiana Pacers,92
Cleveland Cavaliers,132,Toronto Raptors,129
Philadelphia,119,Memphis Grizzlies,105
Charlotte Hornets,111,Brooklyn Nets,105
Miami Heat,119,New York Knicks,98
Denver Nuggets,135,Chicago Bulls,102
Los Angeles Clippers,127,Milwaukee Bucks,120
San Antonio Spurs,98,Washington Wizards,90
Charlotte Hornets,140,Memphis Grizzlies,79
Philadelphia,118,Orlando Magic,98
Houston Rockets,100,Detroit Pistons,96
New Orleans Pelicans,128,Los Angeles Lakers,125
Utah Jazz,119,Dallas Mavericks,112
Sacramento Kings,105,Atlanta Hawks,90
Indiana Pacers,109,Los Angeles Clippers,104
Denver Nuggets,108,Washington Wizards,100
Cleveland Cavaliers,120,Phoenix Suns,95
Minnesota Timberwolves,108,New York Knicks,104
Toronto Raptors,116,Brooklyn Nets,112
Milwaukee Bucks,118,Chicago Bulls,105
Oklahoma City Thunder,105,Miami Heat,99
San Antonio Spurs,124,Utah Jazz,120
Boston Celtics,105,Portland Trail Blazers,100
Golden State Warriors,106,Atlanta Hawks,94
Philadelphia,120,Minnesota Timberwolves,108
Detroit Pistons,117,Chicago Bulls,95
Orlando Magic,105,Phoenix Suns,99
Houston Rockets,114,New Orleans Pelicans,91
Los Angeles Lakers,100,Memphis Grizzlies,93
Charlotte Hornets,102,Dallas Mavericks,98
Cleveland Cavaliers,121,Brooklyn Nets,114
Milwaukee Bucks,106,San Antonio Spurs,103
Indiana Pacers,113,Miami Heat,107
Los Angeles Clippers,117,Toronto Raptors,106
New York Knicks,101,Washington Wizards,97
Boston Celtics,104,Sacramento Kings,93
Portland Trail Blazers,108,Oklahoma City Thunder,105
Houston Rockets,118,Atlanta Hawks,99
Utah Jazz,110,Golden State Warriors,91
Charlotte Hornets,137,New York Knicks,128
Detroit Pistons,112,Los Angeles Lakers,106
Philadelphia,123,Denver Nuggets,104
Memphis Grizzlies,101,Minnesota Timberwolves,93
Boston Celtics,102,Phoenix Suns,94
Washington Wizards,116,San Antonio Spurs,106
Toronto Raptors,114,Denver Nuggets,110
Miami Heat,98,Cleveland Cavaliers,79
Houston Rockets,118,Chicago Bulls,86
Portland Trail Blazers,107,New Orleans Pelicans,103
Dallas Mavericks,103,Sacramento Kings,97
Indiana Pacers,92,Golden State Warriors,81
Los Angeles Clippers,105,Milwaukee Bucks,98
Cleveland Cavaliers,118,Charlotte Hornets,105
Brooklyn Nets,111,Orlando Magic,104
Philadelphia,118,New York Knicks,101
Memphis Grizzlies,108,Portland Trail Blazers,103
Minnesota Timberwolves,126,Atlanta Hawks,114
Boston Celtics,97,Utah Jazz,94
Los Angeles Clippers,111,Phoenix Suns,99
Los Angeles Lakers,103,Dallas Mavericks,93
Detroit Pistons,103,Washington Wizards,92
Miami Heat,103,Chicago Bulls,92
San Antonio Spurs,103,Oklahoma City Thunder,99
Indiana Pacers,106,Sacramento Kings,103
Milwaukee Bucks,116,Golden State Warriors,107
Chicago Bulls,90,Orlando Magic,82
Philadelphia,101,Atlanta Hawks,91
Cleveland Cavaliers,107,New Orleans Pelicans,102
Houston Rockets,104,Phoenix Suns,103
Denver Nuggets,126,Oklahoma City Thunder,125
Minnesota Timberwolves,93,Dallas Mavericks,92
Utah Jazz,107,Memphis Grizzlies,97
Milwaukee Bucks,124,Los Angeles Lakers,122
Portland Trail Blazers,105,Los Angeles Clippers,96
Washington Wizards,107,Charlotte Hornets,93
Detroit Pistons,115,New York Knicks,109
Boston Celtics,110,Toronto Raptors,99
Brooklyn Nets,110,Miami Heat,109
Golden State Warriors,112,Sacramento Kings,96
Philadelphia,119,Charlotte Hornets,102
Chicago Bulls,113,Washington Wizards,94
San Antonio Spurs,100,Houston Rockets,83
Indiana Pacers,111,Los Angeles Clippers,104
Atlanta Hawks,94,Orlando Magic,88
Detroit Pistons,108,Brooklyn Nets,96
Cleveland Cavaliers,98,Dallas Mavericks,87
Oklahoma City Thunder,109,New Orleans Pelicans,104
Utah Jazz,121,Minnesota Timberwolves,97
Denver Nuggets,128,Milwaukee Bucks,125
Golden State Warriors,117,Phoenix Suns,107
Portland Trail Blazers,113,Memphis Grizzlies,98
Sacramento Kings,84,Los Angeles Lakers,83
Cleveland Cavaliers,112,Toronto Raptors,106
Philadelphia,121,Brooklyn Nets,95
Miami Heat,101,Atlanta Hawks,98
Orlando Magic,97,New York Knicks,73
Chicago Bulls,120,Charlotte Hornets,114
Houston Rockets,120,Washington Wizards,104
Milwaukee Bucks,106,Boston Celtics,102
Golden State Warriors,111,Oklahoma City Thunder,107
Dallas Mavericks,115,Portland Trail Blazers,109
Denver Nuggets,107,Indiana Pacers,104
Utah Jazz,117,Los Angeles Lakers,110
Phoenix Suns,97,Sacramento Kings,94
Los Angeles Clippers,113,San Antonio Spurs,110
Philadelphia,115,Detroit Pistons,108
Orlando Magic,105,Dallas Mavericks,100
Toronto Raptors,96,Boston Celtics,78
Miami Heat,115,Atlanta Hawks,86
New Orleans Pelicans,123,Memphis Grizzlies,95
Los Angeles Lakers,122,San Antonio Spurs,112
Indiana Pacers,126,Golden State Warriors,106
Cleveland Cavaliers,119,Washington Wizards,115
Houston Rockets,96,Portland Trail Blazers,94
Brooklyn Nets,119,Milwaukee Bucks,111
Utah Jazz,117,Los Angeles Clippers,95
Denver Nuggets,100,Minnesota Timberwolves,96
Detroit Pistons,113,Dallas Mavericks,106
Charlotte Hornets,137,Orlando Magic,100
Philadelphia,132,Cleveland Cavaliers,130
Atlanta Hawks,103,Washington Wizards,97
Boston Celtics,111,Chicago Bulls,104
New York Knicks,122,Miami Heat,98
Toronto Raptors,92,Indiana Pacers,73
Sacramento Kings,94,Memphis Grizzlies,93
New Orleans Pelicans,122,Phoenix Suns,103
Minnesota Timberwolves,113,Los Angeles Lakers,96
Denver Nuggets,134,Los Angeles Clippers,115
Milwaukee Bucks,115,New York Knicks,102
Brooklyn Nets,124,Chicago Bulls,96
Oklahoma City Thunder,108,Houston Rockets,102
New Orleans Pelicans,126,Golden State Warriors,120
San Antonio Spurs,116,Portland Trail Blazers,105
Indiana Pacers,123,Charlotte Hornets,117
Philadelphia,109,Dallas Mavericks,97
Memphis Grizzlies,130,Detroit Pistons,117
Toronto Raptors,112,Orlando Magic,101
Utah Jazz,112,Los Angeles Lakers,97
Atlanta Hawks,112,Boston Celtics,106
Golden State Warriors,117,Phoenix Suns,100
Toronto Raptors,108,Detroit Pistons,98
Brooklyn Nets,114,Chicago Bulls,105
Oklahoma City Thunder,115,Miami Heat,93
Cleveland Cavaliers,123,New York Knicks,109
Milwaukee Bucks,102,Orlando Magic,86
Minnesota Timberwolves,113,Memphis Grizzlies,94
San Antonio Spurs,98,Sacramento Kings,85
Denver Nuggets,88,Portland Trail Blazers,82
New Orleans Pelicans,113,Los Angeles Clippers,100
Charlotte Hornets,119,Indiana Pacers,93
Philadelphia,121,Atlanta Hawks,113
Washington Wizards,113,Boston Celtics,101
Phoenix Suns,124,Dallas Mavericks,97
Utah Jazz,119,Golden State Warriors,79
Houston Rockets,105,Los Angeles Lakers,99
Boston Celtics,110,Brooklyn Nets,97
New York Knicks,110,Cleveland Cavaliers,98
Miami Heat,116,Toronto Raptors,109
Orlando Magic,101,Washington Wizards,92
Philadelphia,130,Milwaukee Bucks,95
Detroit Pistons,119,Chicago Bulls,87
Minnesota Timberwolves,112,Denver Nuggets,106
New Orleans Pelicans,122,San Antonio Spurs,98
Oklahoma City Thunder,137,Memphis Grizzlies,123
Los Angeles Lakers,115,Los Angeles Clippers,100
Portland Trail Blazers,102,Utah Jazz,93
Sacramento Kings,96,Houston Rockets,83
Toronto Raptors,114,Washington Wizards,106
Golden State Warriors,113,San Antonio Spurs,92
New Orleans Pelicans,97,Portland Trail Blazers,95
Philadelphia,130,Miami Heat,103
Boston Celtics,113,Milwaukee Bucks,107
Houston Rockets,104,Minnesota Timberwolves,101
Oklahoma City Thunder,116,Utah Jazz,108
Indiana Pacers,98,Cleveland Cavaliers,80
Golden State Warriors,116,San Antonio Spurs,101
Miami Heat,113,Philadelphia,103
Boston Celtics,120,Milwaukee Bucks,106
Toronto Raptors,130,Washington Wizards,119
New Orleans Pelicans,111,Portland Trail Blazers,102
Houston Rockets,102,Minnesota Timberwolves,82
Utah Jazz,102,Oklahoma City Thunder,95
Cleveland Cavaliers,100,Indiana Pacers,97
Golden State Warriors,110,San Antonio Spurs,97
New Orleans Pelicans,119,Portland Trail Blazers,102
Philadelphia,128,Miami Heat,108
Milwaukee Bucks,116,Boston Celtics,92
Washington Wizards,122,Toronto Raptors,103
Indiana Pacers,92,Cleveland Cavaliers,90
Minnesota Timberwolves,121,Houston Rockets,105
New Orleans Pelicans,131,Portland Trail Blazers,123
Philadelphia,106,Miami Heat,102
Utah Jazz,115,Oklahoma City Thunder,102
Milwaukee Bucks,104,Boston Celtics,102
Washington Wizards,106,Toronto Raptors,98
San Antonio Spurs,103,Golden State Warriors,90
Cleveland Cavaliers,104,Indiana Pacers,100
Houston Rockets,119,Minnesota Timberwolves,100
Utah Jazz,113,Oklahoma City Thunder,96
Boston Celtics,92,Milwaukee Bucks,87
Golden State Warriors,99,San Antonio Spurs,91
Philadelphia,104,Miami Heat,91
Houston Rockets,122,Minnesota Timberwolves,104
Toronto Raptors,108,Washington Wizards,98
Oklahoma City Thunder,107,Utah Jazz,99
Cleveland Cavaliers,98,Indiana Pacers,95
Milwaukee Bucks,97,Boston Celtics,86
Toronto Raptors,102,Washington Wizards,92
Utah Jazz,96,Oklahoma City Thunder,91
Indiana Pacers,121,Cleveland Cavaliers,87
Boston Celtics,112,Milwaukee Bucks,96
Golden State Warriors,123,New Orleans Pelicans,101
Cleveland Cavaliers,105,Indiana Pacers,101
Houston Rockets,110,Utah Jazz,96
Boston Celtics,117,Philadelphia,101
Golden State Warriors,121,New Orleans Pelicans,116
Cleveland Cavaliers,113,Toronto Raptors,112
Utah Jazz,116,Houston Rockets,108
Boston Celtics,108,Philadelphia,103
Cleveland Cavaliers,128,Toronto Raptors,110
Houston Rockets,113,Utah Jazz,92
New Orleans Pelicans,119,Golden State Warriors,100
Boston Celtics,101,Philadelphia,98
Cleveland Cavaliers,105,Toronto Raptors,103
Houston Rockets,100,Utah Jazz,87
Golden State Warriors,118,New Orleans Pelicans,92
Philadelphia,103,Boston Celtics,92
Cleveland Cavaliers,128,Toronto Raptors,93
Houston Rockets,112,Utah Jazz,102
Golden State Warriors,113,New Orleans Pelicans,104
Boston Celtics,114,Philadelphia,112
Boston Celtics,108,Cleveland Cavaliers,83
Golden State Warriors,119,Houston Rockets,106
Boston Celtics,107,Cleveland Cavaliers,94
Houston Rockets,127,Golden State Warriors,105
Cleveland Cavaliers,116,Boston Celtics,86
Golden State Warriors,126,Houston Rockets,85
Cleveland Cavaliers,111,Boston Celtics,102
Houston Rockets,95,Golden State Warriors,92
Boston Celtics,96,Cleveland Cavaliers,83
Houston Rockets,98,Golden State Warriors,94
Cleveland Cavaliers,109,Boston Celtics,99
Golden State Warriors,115,Houston Rockets,86
Cleveland Cavaliers,87,Boston Celtics,79
Golden State Warriors,101,Houston Rockets,92
Golden State Warriors,124,Cleveland Cavaliers,114
Golden State Warriors,122,Cleveland Cavaliers,103
Golden State Warriors,110,Cleveland Cavaliers,102
Golden State Warriors,108,Cleveland Cavaliers,85
